,Epitope 1,Epitope 2,Epitope 3,Epitope 4,Epitope 5,Epitope 6,Epitope 7,Epitope 8,Epitope 9,Epitope 10,Epitope 11,Epitope 12,Epitope 13,Epitope 14
7QNW_AB,175.42807402547925,57.86583867959029,22.91021821764411,21.207455388475132,10.294132885742073,90.62743074141103,135.6544119702071,114.48240488289429,77.78966470975385,81.63367896791141,80.76092949242299,58.408271618534314,74.08208949713539,91.02873358144544
7ZJL_gh,177.02731436787943,58.32050641762578,25.63561175,22.609940423599532,9.475586602427152,93.77978276395656,137.85839479645009,117.60516378404633,82.32315937885316,85.26481393641895,85.43767079139407,62.342023752151064,77.66246716742246,93.35534367203853
7RAQ_HL,7.134080708275826,126.80711934328237,159.94813358378005,185.99857035498508,178.62409413923947,100.26433558179919,48.20224015320305,76.79844036827396,155.95754310594026,127.65659543487281,135.89013824915165,139.15364244379154,118.62391481035678,107.51306941843225
7LCN_MS,149.06782975240742,76.27599399256265,71.51183056478162,91.66688273907363,85.26168669896427,78.34355087470206,108.67161268710684,81.7155785,4.7295927680207015,29.239968848625217,20.238443459824683,32.19726497178904,43.15033670753268,55.71397101324833
7QNX_AB,175.50331741156407,57.79507589765242,23.132623941484074,21.617223476780165,10.328219313348598,90.90840516005115,135.78237085322854,114.68902594510358,77.95801287145227,81.73692214775892,81.00820311763671,58.55901919843958,74.25458894235452,91.02515343062947
7M71_HL,183.1867213798104,69.89980651926712,34.34565149362467,6.467369669285878,20.140719316799668,95.43770077682856,144.01203814402928,123.6323584347562,97.78352461796135,100.55501263725282,97.13159662537483,76.7134171,88.88765222064988,108.89315474811877
7PRY_CD,179.49320474100588,61.58298889277261,26.71736959724969,18.147234639708063,9.143040949,94.64012186162626,140.01505807095666,119.26894569886541,83.83343787,87.69019394513253,86.71576723091836,64.41238731,79.66516987,96.59554108041321
7N1E_DE,98.96772842108479,46.89903526463798,62.07526755684879,85.55772843786966,81.69786921,6.267955055892712,57.46185948676873,35.58172503508374,76.98798489,56.93083762,56.02540937035277,51.178364401908084,35.24181892149289,53.54151548314914
7LM8_MN,168.82946514523113,49.99049377072956,19.149092986091784,24.147859941141157,7.487701596111975,86.72006165638754,130.05817157664876,110.65833447898552,81.30520460985935,81.21758239351267,82.36900713719399,58.40119403868558,72.11001398589022,87.40792773698983
8GB6_LH,173.30411229544126,55.86414867737135,22.158658671230665,15.683878305592948,2.757041944464995,89.10396207287225,134.4162897997363,114.78318215148663,87.09852669193127,87.85490815,87.44440090914853,64.50079998792081,77.59507826648219,94.61710333666676
7DPM_AB,158.15441565829764,42.698266674491876,7.375063439,28.942094962889428,18.34009023285388,73.23664988,118.03406376025318,96.72806207209142,67.85420632273201,67.19426627700639,66.84839147,43.71142948054763,57.26348324,75.35605144
7LJR_ST,182.65192825688843,69.15088665438739,33.62316464439653,6.048324736766042,19.257952968348246,95.04432619504212,143.4879840894326,123.14495002805293,97.24423457917797,99.91275535750611,96.62496282,76.07938135000552,88.28960564658638,108.17206009803138
7KMG_AB,182.46390737435874,68.70615954874715,33.03547844744457,5.484834197555824,18.42038053814774,94.90216802414989,143.25880945082687,122.86649678942682,96.49478395513567,99.23985461,96.02350209020742,75.40643769,87.76381940314243,107.55928018124662
7N6E_HG,112.43670935832573,39.549881308145586,53.46222506339148,80.99122864144726,73.04966625944095,37.53675183149922,70.69833537093592,46.13385761866921,47.526373855802284,25.429506602104002,30.25057662749746,21.750133762498766,3.6770139285306294,29.341329608403097
7KFV_HL,176.1328599,62.362649057492426,24.523737770836057,5.765864469938265,13.608431647088155,87.73833450136334,136.16569601606798,114.7288035500322,85.72314337,88.88809845962213,85.38617090298477,65.01426541769011,78.06226622077044,98.33735113263846
7DJZ_AB,180.46849834013625,66.51208991,30.414806531094364,3.3325549567639405,16.190678678954352,92.84177877575245,141.11812524766506,120.55853322154626,93.77799337109973,96.452948,93.30584573616942,72.61905923605246,85.09652539863302,104.89107140494744
7ZF5_HL,178.37762077023334,60.38501233070144,26.02925201,21.58827837502597,11.248956670020128,93.89628535,138.7475394148865,117.73580107238763,80.14796019,84.43805285005047,83.70779033465936,61.34837256015191,77.23481914145238,93.78091018328307
7KMG_DE,182.33406882328987,68.55266639018635,32.85460808504755,5.326553770072258,18.247264540397033,94.77255744,143.11970559787358,122.71723738047707,96.30751364269322,99.04896742433554,95.84132401654018,75.21573651842694,87.58489650706801,107.37520755076018
7PS6_HL,178.2426306645147,60.17152876831673,25.92189815078812,21.440635112326223,10.80270858406545,93.85998925931875,138.66633670426287,117.74724776225982,80.54602290548264,84.65674618629203,84.00813858393776,61.56670411,77.35476443773067,93.84078559994708
7SL5_JK,72.33788499606136,69.96150952262555,93.02873360055219,118.81212083632668,113.1371122,31.71830029,30.335430079469745,1.044260023124711,84.64627673405742,59.45932081,62.13983840183372,67.55839786012011,46.462858637754316,49.73162527442501
7PRY_HL,179.51370507535603,61.588382668434754,26.752905084885583,18.172650628009347,9.135272274057955,94.68204178023916,140.04400940203735,119.31074110795784,83.89635389646844,87.73977794,86.77982866297393,64.46537939719545,79.71331947,96.62704963956948
7ZF5_BC,178.23580125002525,60.14584548288822,25.947362805903676,21.55245496166175,10.853958082336217,93.88830035781378,138.66550436573704,117.75462292447263,80.52343027,84.62903157106523,84.00421090952248,61.54866791073383,77.34689353931519,93.80279033
7KMK_LH,179.31439094158335,66.45338216,29.04977148048838,2.1717581694432124,17.648930912419026,90.40321574264364,139.44663498519068,118.07056200916999,90.05332978868884,93.52518378674998,89.46726039985042,69.64200563588763,82.29800340834898,103.03584937781105
8GON_DE,99.84961455778833,47.112635887795285,61.666313124232886,85.24797394598087,81.38603385624461,7.153555452,58.112523685545575,35.390614102861946,75.19211406513891,55.36217601682771,54.137782943113685,49.71628838435436,33.735513461525436,52.673243788128815
7Q0I_HL,150.60610869591943,72.10154191590144,66.34310414860693,86.53318306461206,79.49081286344791,78.54735378504492,110.06482689051204,83.58217853051796,4.907113013774976,29.132769805561654,23.11905360120969,28.384740699432655,42.333491019969564,54.83520045378588
7M53_HL,0.15109485093466163,119.95182289293516,153.38809617726903,179.45286557163453,171.93235646222246,94.62368736087183,42.681555903889326,71.91876996909627,151.0264307,122.46244235118577,131.03229803936716,133.37018950962928,112.96514563058645,101.86831267652963
7SL5_DE,72.87832664,69.74845204772072,92.72534588649499,118.55817312200898,112.84401784227062,31.79616378597893,30.89021447940995,1.1286680444018389,83.88978527899057,58.705518608527754,61.401794348396564,66.94473087388998,45.849747615785034,49.11003168261929
7Q0H_HL,178.21879940041535,60.16187517537118,25.916397388140137,21.58793257,10.968960963263768,93.83292514533507,138.6279580236333,117.68356247338936,80.3427104,84.49803987646354,83.84420428742543,61.41504150387225,77.24170629693843,93.72474349836028
7KFW_FG,176.28061522946916,63.33477096723984,25.70187000678423,4.461474136206676,15.72632402290266,87.48548778544239,136.33584296430834,114.91133590326672,87.21116130847082,90.22462304696221,86.37450412110282,66.34734964458532,78.93848149004732,99.62543071
7SL5_GH,72.83473671,69.91224958709438,92.88332971433474,118.72194599870562,113.00392151611874,31.989118724445532,30.879006497788616,1.1936001007985941,83.89244969,58.71213143912806,61.40752098719285,67.02160913610354,45.92739757258056,49.12989093849944
7SL5_AB,73.21525021,69.45207087,92.40551589865348,118.27404623300251,112.52777544660496,31.722303529174717,31.206746521781557,1.3449073737973014,83.41592172979588,58.21160161497621,60.94624887302808,66.49169909809382,45.39467416027506,48.655591436214024
7UZC_HL,152.10537677945845,39.08090741131158,4.181359018121207,31.138108850334866,23.316127646648834,65.81456653,111.78658712825408,90.37368329474126,67.79165095164103,65.01331981387231,64.00609920740871,41.59953703458357,52.80792295650422,72.47138505357589
7KXJ_LH,179.72249376353352,66.93238106673877,29.480270423192408,2.457702262878689,18.07448630673345,90.71971737743011,139.82993280148878,118.40227005242873,90.19521638096515,93.80403112781775,89.65902080506552,69.91942494,82.61425395671836,103.41209345258756
7LOP_XY,181.00522548008516,66.25679135572865,30.555629672452515,5.445906577553863,14.85441443403466,93.99222716643492,141.79468683806746,121.45681566400421,94.15610182412473,96.75130372853532,94.05454158506917,72.96017249168948,85.66639429632762,104.9270792134527
7KFV_FG,176.35923843490494,62.7280331,24.89717957739314,5.396242336823118,14.07304926635625,87.86767948178876,136.38615673518132,114.93123535730264,86.02445691662912,89.23168578280432,85.64246240391674,65.35458405633946,78.35658853843049,98.71506124844441
8GOM_DE,99.96556626928793,46.72692382477243,61.34012605562549,84.90344400252754,81.03499968450973,7.266011266464921,58.29036935,35.79456501471616,75.47582539,55.653466641791326,54.51138388751148,49.81581391373083,33.96209155365918,52.85444783
7KFW_CD,176.2352667,62.89824102593777,25.188661349877982,4.800420527307141,14.72502381824908,87.63758412119692,136.29226674036246,114.88233660553779,86.66088082,89.71648186602913,86.03779459753281,65.83895025,78.61966709773021,99.10968985936326
7KFV_CD,176.18421328333642,62.36457787,24.497768956656397,5.911293522154415,13.52159102166701,87.80174207921947,136.20744832079623,114.75462101520687,85.58606286868677,88.79629542750196,85.30345822,64.92282542,78.02093312844048,98.27578037894791
7UZC_EF,151.50585367140542,38.31879576560887,4.275820378457368,31.864031576221272,23.722403118467106,65.47014221536237,111.2163658,89.87264167866994,67.46923116474707,64.43431472718953,63.64266745204288,41.071027923527545,52.237623904420005,71.72905355703786
7XEG_CD,175.83076752839912,63.37897119239879,25.722415434683267,5.177095467783704,16.744627727903904,86.75720147450272,135.82936493987566,114.30899938886054,87.02724933445205,90.01489272689825,85.94364834941783,66.14191840814735,78.55909545186982,99.51030725989442
7DPM_GH,158.07311665982385,42.571983623700035,7.451271847175961,29.13127683,18.437449775486737,73.23138011957893,117.96164172576105,96.67041633,67.75549659541534,67.06375867857938,66.77392642191967,43.59487659423296,57.16806523994156,75.20129804960898
7Q0I_AB,150.35527441037192,72.35149210675785,66.92468996662132,87.21625159,80.11232918307608,78.71099797012549,109.8854995071921,83.45573405046355,4.309927893687794,28.815225410275488,23.035901362578127,28.67200899874954,42.378535897106914,54.553018119231304
8ELQ_HL,176.03484532414885,62.18435455575594,24.251951771789546,6.312851164374561,13.40159706259575,87.65086585645282,136.03322660926497,114.54367688051995,85.18886677413748,88.43647667845222,84.94825208753745,64.56301773093908,77.71690283704247,97.96503965238071
7XEG_EF,175.59684450567445,63.25393155064625,25.52479571399412,5.650378887470034,16.916778919970735,86.43477371348689,135.55489070244698,113.9707444411075,86.62815455952023,89.65022788428122,85.51446661837088,65.77762509441021,78.19728974051533,99.22174486296566
7KFX_LH,176.4202739156874,63.445510202586505,25.853967994278094,4.228591834321553,15.71989154575674,87.65446408662555,136.49348984389974,115.09555691752551,87.43338542731648,90.43750679180586,86.60538510363902,66.56075980863908,79.14509280451973,99.80860985954408
7BEP_DF,184.05835696827987,71.11486200882216,35.57499845908722,7.436684360240341,21.592303730848723,96.12215306,144.88440924929444,124.4721100642514,98.78226621567089,101.68484154412457,98.06590664,77.83464976489431,89.93292529581363,110.11414886266203
7L7E_EF,174.78220362490788,56.717894555828515,23.452016488435568,17.593951203117907,3.512359301169659,91.03333864,135.88941281923897,116.19331863418972,86.43332757669691,87.73536724819006,87.60960917019896,64.49743812112166,78.22734535564103,94.72554394403039
6XC2_HL,175.96167400155744,62.52880788461876,24.585075300408914,5.893021117927205,14.419457969024975,87.32483457406026,135.93255337153553,114.3906702106281,85.49893931769242,88.72939472833147,85.03471404027933,64.84842275558026,77.82366886236781,98.31086835794181
7PRZ_LH,176.18773976544296,61.75095285865871,23.879890400387588,7.278500395879702,11.99983409743811,88.17500083,136.22333242238608,114.80103619744196,84.71285730665045,88.01080642786849,84.81771342186009,64.15815031462716,77.58514070347242,97.4800568
7L7E_CD,174.7805938,56.652688,23.477963740704052,17.89017199396006,3.6518072999514577,91.10613772,135.8934999326252,116.20376086520575,86.30406886112146,87.61624071016948,87.54155418157144,64.39747700770626,78.17220537851178,94.60134123
7N6E_JI,112.91477182984333,39.38146788243832,53.04938563557924,80.57787533209807,72.61710561676713,37.84958063731374,71.18551751,46.634296390342435,47.241248832927134,25.343931164822493,30.125481650720676,21.275930682260853,3.7655637947729237,29.528257802621823
7KMI_AB,176.16938132055998,62.72820083872783,24.80953394783545,5.663576691398372,14.489938414385378,87.53413634106776,136.14973201382458,114.61868120938156,85.71910705252063,88.97293938,85.2726045,65.09192763353737,78.06892306744697,98.55103259854356
7TOW_HL,73.43861932502743,69.28967323424234,92.17402911,118.02346822946541,112.29729772069068,31.456693203373785,31.408679794595898,1.5168400611493356,83.28540638541755,58.11542417616298,60.79739364706913,66.31466965860699,45.222417292120944,48.636577463082865
7PR0_LH,171.40783889699435,53.430440893753016,21.040194006993076,18.715495166488633,3.2879743529827055,88.14345411818317,132.70400775233009,113.39265784768365,86.20248873245153,86.27214711427942,86.52638421957859,63.11892199167407,76.11785831371401,92.45832493083599
7FCP_BD,181.4604169627239,68.38226961512488,31.423103361293602,2.2278640335045035,18.650895993083093,92.80860729,141.7765399323405,120.6480282587317,92.83814060914553,96.34634020200265,92.40436816347115,72.46538487,85.09536665357683,105.6297314379839
7QF0_HL,175.79023489140255,62.43640234774876,24.556670899539746,5.715540959965661,14.510929223614914,87.15021777316173,135.78327583019535,114.28000133239252,85.72100177518197,88.84219812834255,85.14850051,64.96232781,77.83851628516511,98.34995290777177
7MF1_HL,179.7875822116702,65.32849400131992,30.695464562967626,7.391031335109222,15.500151796711693,93.29994857386475,140.8862063415835,121.03839991837599,96.03390202401002,97.71967709542275,95.32807157086762,73.98930577295737,86.07018528929977,105.14062577964376
7SD5_LH,154.22022344238422,42.08178268058697,5.6685594579745056,28.629477806315023,22.423625804646854,66.87141291735968,113.75840113577055,92.02507654,68.88596344081488,67.06480576701908,65.15507473760913,43.49513056962111,54.77924194710347,75.19493462402164
7RKU_EF,160.6676839238506,48.77098955302176,17.60858182320364,19.83513689378119,18.64202509,74.58022282562663,121.80848288018548,102.54783349423359,87.60063239,84.55964616222337,82.98833822980443,61.468672662433725,70.27694759936143,89.73231585433099
7PS4_HL,181.88023433056196,67.91072912,32.872182896934824,6.845313224082492,17.92283454021938,94.83515472231124,142.8751650906841,122.80526551109226,97.30782845364173,99.55871983152042,96.69498785456429,75.76717453511552,87.92913273702611,107.40438444902088
7KLG_HL,178.44960647630674,65.99349514940174,28.735845053699624,2.760334552621894,18.122937547622282,89.44131109,138.60405010775847,117.27056022428856,90.17840837,93.36328589340546,89.23468005223754,69.48886251999288,81.85452650973265,102.74627765893683
6W41_HL,148.99812202350444,36.335959997485745,5.501584817157847,33.38537615010313,25.599388794957584,62.96868733533491,108.78059734791941,87.66897254408832,68.15315958769655,63.970668120397335,63.345417127558584,40.86502998807751,50.928631297789664,70.54109009115878
6XC2_XY,175.89491083025393,62.45935326244977,24.552000686450633,5.801484858,14.364961479886261,87.28281372888742,135.88166486692998,114.3675048886052,85.6087902,88.78320142976445,85.11030525252085,64.90320968702979,77.84324679141989,98.31825906398505
7NEG_HL,176.12728269297835,63.48203727966895,25.823081678965956,4.8006111748978295,16.405581283007187,87.14929747429427,136.1447175839949,114.65369270587303,87.15066037456667,90.18305884494768,86.18402649697067,66.30686553268775,78.80718579380076,99.66118984487008
7KFY_HL,176.07190702675092,62.86021696270832,25.104000467191298,5.016174129260259,14.97164034189074,87.38722696471551,136.10200700011097,114.64899080677044,86.47073684414342,89.53863318594378,85.79425617496834,65.65963010216288,78.41348188191692,98.98084065149675
7PS5_HL,183.38764368089656,71.82492556986308,35.14335682605018,6.949048376174343,23.565063427426423,94.03104247861056,143.71191304940783,122.49129408711701,95.97401381454809,99.68506068169265,95.01954911688298,75.81975442077055,87.93626577659239,109.17538915827774
7FCQ_HL,153.35102341947277,41.87154025252906,6.458670162332467,28.995850405560393,23.43739037688418,65.67581383577482,112.86698308199874,91.12176704693178,69.26742230053533,67.11655149179624,65.01413728070077,43.61863205973139,54.38708600802194,75.11969881563948
7R8L_DC,148.7260831261561,36.128488945031165,5.943846160837288,33.92787229886495,26.04045354267475,62.73904392270809,108.46314727630262,87.27224312925992,67.44342702764435,63.259647182357845,62.66517395069645,40.14045988,50.31290423779444,69.93018480437688
7UPW_HL,168.61812528079295,49.865076608405715,19.538028727887493,23.40927708478308,6.910402391401841,86.67018513367262,130.06247585799179,111.02119544731416,83.59463627426544,82.92655188456644,84.13018645723625,60.117161931306974,73.24060421213349,88.55199346000144
7TP3_HL,172.2765477259303,55.25529341306285,19.830303851031115,22.03034069,11.073309399008151,87.20298958,132.3246135177354,110.92622363468092,74.80292014443116,78.25160121378393,77.25354256570411,54.91932910696817,70.47399237183161,87.79845210760335
8EDF_LH,180.38614599796892,65.61224894269546,29.861622533119665,5.261023460874336,14.275648227027409,93.38911136253871,141.15746452510055,120.80744740756425,93.56503059755224,96.07616060409521,93.41701473567167,72.28831724273938,84.98151111,104.2326442
7KLG_IM,178.24609976721382,65.69569300402736,28.36154598663959,2.792074923069109,17.766808681172012,89.25968008647989,138.37957042293758,117.02077925742486,89.74036261082024,92.94271469303663,88.84630652808329,69.06638377,81.49287491375742,102.35321646104211
8DNN_BC,183.07999015671038,71.94523015672524,35.36882060270378,7.703953945283671,24.31989249030706,93.58352782891986,143.40579062415333,122.17564283671082,96.22236071,99.83333952162768,95.03339111345466,75.98268781187284,87.90467176267083,109.31259019406733
6XC3_HL,149.3626486,36.425816549683425,5.253212373651272,33.43936163850486,25.333676048083586,63.50468711,109.13299617473794,87.97865345264243,67.61107439203458,63.62297153912642,63.090040303677014,40.46405978688551,50.868248130567544,70.33274616722362
7RKU_HL,160.14000463266345,48.15163201734283,16.961230113066115,20.238331746156867,18.619160204047894,74.07340247919305,121.24961131575763,101.96276736727583,87.00989318057346,83.88012294207448,82.3669548,60.803221355145965,69.60482309382272,89.03517908776853
8EOO_EJ,158.67831324199582,46.76933342461255,15.390083526312402,21.333357322678662,19.112724118966767,72.42975836066061,119.64793357450618,100.19499292270615,85.31905798592587,82.00997596910871,80.49224778078604,58.959452809376586,67.68325067691393,87.23804773151838
7LY3_FE,153.24049772324938,75.58955586384451,69.88986901779874,89.66657297696894,82.44604809120553,82.73628965851982,113.07091703790583,86.84443162361279,3.4739832193866285,31.389790004241743,26.44414034414426,32.316516818078064,46.13194017452708,56.92155635765507
7KFW_HL,175.9429770899718,62.474864350337334,24.65024008385501,5.496682867159113,14.27604937187145,87.38791426986613,135.96532527600678,114.50909735640506,85.94395297205561,89.04255967481157,85.41311571966658,65.16469381995383,78.05623861516455,98.49394019
7Q6E_FE,149.63254520829366, 31.373930901535232, 12.514567779481325, 35.81711419385332, 23.149922554773383, 69.66029749848187, 111.29178422087863, 93.27577742508481, 77.21781069022995, 70.52449862202047, 73.53083319648762, 72.78228972328752, 48.886706950015245, 58.10750546409849
7BEP_GI,157.19239594564323,38.98321538881297,14.339089720064297,29.697516315235838,16.301469798891162,76.61149449971757,119.06076865014776,101.07351079854453,82.26381306252225,77.59375592825006,79.85212793288011,55.40040592200613,65.73888627560444,80.68811572656686
8DF5_HL,148.0006524404854,35.072473654794514,6.305966236194379,34.78456234,26.466272964125466,62.42859022714858,107.80263311194061,86.75229390746817,67.2406508,62.68200370031631,62.42525782705333,39.661100740027656,49.742879048396915,69.05983036331278
7CM4_LH,179.2542320443105,64.80247896824578,28.133652176801622,3.288891738937599,13.788086040389475,91.63943493805893,139.72336341580208,118.92561130215505,90.79993910915358,93.69348924657088,90.66304461344207,69.85965363276186,82.74418583223519,102.4120357613416
7Q9F_KJ,149.08171331562366, 30.875798609008903, 12.767528367843283, 36.210785821354555, 23.675055680667583, 69.18927446012255, 110.76894924623053, 92.82356242239291, 77.32291375818667, 70.40618715296144, 73.46284357399855, 72.4998402679579, 48.838227635839495, 57.849427893713134
7MZN_HL,175.13874115155656,62.003595395326556,24.212105756666556,5.8382125,14.742513907741785,86.45773053545962,135.1530389576718,113.69491115804499,85.81043345,88.69574193542465,84.98517350980381,64.81982035577546,77.48912513983008,98.08338901
7Q6E_KJ,150.11035680492026, 31.783723573876514, 12.582255091383347, 35.53759570282019, 22.74323383518584, 70.17201850408583, 111.79070686501319, 93.78505997881514, 77.43198223640412, 70.8719919992635, 73.87642003861312, 73.17552410827008, 49.209046929174804, 58.54814948678242
7KML_LH,179.73251588490774,67.03729586091376,29.675423265444643,2.3695741975743214,18.31724646518063,90.72793544484593,139.86828841898298,118.48243734913461,90.57728937743173,94.10722228598908,89.95231098126952,70.22430820649404,82.82927845,103.65123036299539
7KML_NJ,179.7320934519677,67.03731066078775,29.67538957921532,2.3705325408549593,18.318021713484935,90.72726424528125,139.86781303729987,118.4818726998179,90.57708012013687,94.10699700493129,89.95188665624522,70.22408586012017,82.82890827236571,103.65109609559512
7Z0X_HL,186.43715002765697,74.96598237955452,38.642416069339596,10.015843505527146,26.173328687638378,97.18335492594419,146.92107288330556,125.87072183415185,99.44948830893402,103.38036644901216,98.64793277423757,79.51223999505234,91.60897143478626,112.80076104105163
7LAB_ST,123.0464963274446,57.19036643122708,67.22313488022029,93.53551350868203,84.38456560062279,60.34700888141372,83.42156818,59.36323383493505,29.31191900219672,0.982661391,19.642709152501276,22.947497772413172,21.881685343927906,27.119965757394308
7KML_MI,179.73122693618137,67.03589232375248,29.67409174633179,2.3689405052844696,18.316159758924584,90.72682515968177,139.86703646759346,118.48127877735529,90.57660666124693,94.10619479026708,89.95147029181797,70.22328434474838,82.82814918449378,103.64999409129715
8CWV_HL,176.42230108470622,62.46386573053951,24.550673565408946,6.191243512059316,13.321751356509827,88.08174989535759,136.42912780132383,114.94647141589016,85.36271143579847,88.69504974274415,85.23025460552341,64.82375903747426,78.05040789944242,98.24278182262316
7N4J_HL,180.10910202460735,64.05658045674555,28.18659965800345,8.398934633631107,10.634861527063771,93.72927049501054,140.79940560918598,120.35080508622366,90.6778766,93.54111664382908,91.42572777049216,69.83712463636398,83.31454114818997,101.86404522160967
7L7E_MN,175.00550672592593,56.970733816661124,23.61189444121819,17.389132018625585,3.6019032196390506,91.18807039733466,136.0982188265522,116.37501280640853,86.52607248738019,87.90189502020421,87.72503634238014,64.65034672161781,78.40163458315571,94.94515158
8ELP_LH,176.0013132989474,62.60582987612117,24.75052789226481,5.505195069627996,14.498723051239525,87.38275790824447,136.0058808526935,114.5174430269629,85.91382034915223,89.05957677710376,85.37649327626454,65.17991268315859,78.07220562189116,98.55992981340884
8CWK_HL,186.50726282376672,76.00843303,39.78128587785651,11.864292351784332,28.288770081141596,96.85252323424712,146.9565452495316,125.80399281791894,100.19402657070519,104.13894923482965,99.00843981556824,80.30291609992612,92.08052729772612,113.69410402122597
